id,s,t,base,diff,level
1130,17,73,2,0,3
1131,17,73,1,1,9998
1132,16,73,1,0,2
1133,16,73,0,1,9998
1134,15,73,0,0,2
1135,15,73,1,2,9998
1136,14,73,0,0,2
1137,13,73,1,1,2
1138,13,73,0,0,2
1139,12,73,0,,9000
1140,12,73,2,,9000
1141,12,73,1,,9000
1142,11,73,2,3,2
1143,11,73,0,,9000
1144,11,73,3,,9990
1145,11,73,1,,9995
1146,10,73,2,,9000
1147,10,73,0,,9981
1148,10,73,"3,4",,9990
1149,10,73,5,,9996
1150,10,73,4,,9996
1151,10,73,1,,9996
1152,9,73,1,2,2
1153,9,73,3,,9991
1154,9,73,2,2,9997
1155,9,73,0,,9997
1156,8,73,"0,1",,9984
1157,8,73,2,,9991
1158,8,73,1,,9996
1159,7,73,2,,9990
1160,7,73,0,,9996
1161,7,73,1,,9996
1162,6,73,2,,9997
1163,6,73,4,,9997
1164,6,73,3,3,9998
1165,6,73,0,,9998
1166,6,73,1,,9998
1167,5,73,2,,9997
1168,5,73,0,,9998
1169,5,73,1,,9998
1170,5,73,3,,9998
1171,4,73,0,,9991
1172,4,73,1,,9998
1173,3,73,0,,9994
1174,3,73,2,,9996
1175,3,73,1,,9998
1176,2,73,0,,9996
1177,2,73,1,,9996
1178,65,74,0,,9000
1179,22,74,0,,9000
1180,21,74,0,0,2
1181,20,74,0,0,9998
1182,19,74,1,1,2
1183,19,74,0,0,9997
1184,18,74,1,0,2
1185,18,74,2,0,9997
1186,18,74,0,0,9998
1187,17,74,2,1,2
1188,17,74,1,,9997
1189,17,74,0,,9997
1190,16,74,1,0,9998
1191,16,74,0,,9998
1192,15,74,0,0,9996
1193,14,74,0,,9000
1194,13,74,0,,9000
1195,12,74,1,1,3
1196,12,74,0,,9996
1197,11,74,1,2,3
1198,11,74,0,1,9998
1199,9,74,0,,9997
1200,8,74,3,3,2
1201,8,74,1,,9997
1202,8,74,2,,9997
1203,8,74,0,,9998
1204,7,74,3,,9985
1205,7,74,4,,9990
1206,7,74,1,,9991
1207,7,74,2,3,9998
1208,7,74,0,,9998
1209,7,74,5,,9998
1210,6,74,"2,3",,9995
1211,6,74,1,,9997
1212,6,74,4,,9997
1213,6,74,3,2,9998
1214,6,74,0,,9998
1215,5,74,2,,9991
1216,5,74,1,,9997
1217,5,74,0,"1,2",9998
1218,4,74,1,,9994
1219,4,74,0,,9998
1220,3,74,0,,9994
1221,3,74,1,,9998
1222,2,74,0,,9998
1223,66,75,0,,9000
1224,25,75,0,,9000
1225,24,75,0,,9000
1226,23,75,0,,9000
1227,22,75,0,0,2
1228,21,75,0,,9000
1229,20,75,0,0,2
1230,19,75,0,0,9997
1231,19,75,1,1,9998
1232,18,75,0,1,2
1233,18,75,1,,2
1234,15,75,0,0,9998
1235,14,75,0,1,9998
1236,13,75,1,0,2
1237,13,75,0,0,9998
1238,12,75,2,2,3
1239,12,75,0,2,9998
1240,12,75,1,1,9998
1241,11,75,0,,9998
1242,10,75,"0,1",,9990
1243,10,75,2,,9992
1244,10,75,1,,9994
1245,9,75,3,2,2
1246,9,75,4,,9992
1247,9,75,2,2,9997
1248,9,75,0,,9998
1249,9,75,1,,9998
1250,8,75,2,3,2
1251,8,75,3,,9991
1252,8,75,1,,9997
1253,8,75,0,,9998
1254,7,75,"1,2",0,2
1255,7,75,4,,9990
1256,7,75,3,,9997
1257,7,75,2,2,9998
1258,7,75,0,,9998
1259,6,75,2,,9995
1260,6,75,4,,9995
1261,6,75,1,,9997
1262,6,75,3,,9997
1263,6,75,0,,9998
1264,5,75,1,,9997
1265,5,75,2,,9997
1266,5,75,0,,9998
1267,5,75,3,,9998
1268,4,75,0,,9992
1269,4,75,2,,9997
1270,4,75,1,,9998
1271,3,75,1,,9989
1272,3,75,2,,9995
1273,3,75,3,,9996
1274,3,75,0,,9998
1275,2,75,1,,9997
1276,2,75,0,,9998
1277,67,76,0,,9000
1278,25,76,0,,9000
1279,22,76,0,0,3
1280,21,76,1,1,2
1281,21,76,0,2,3
1282,20,76,2,1,9996
1283,20,76,0,0,9997
1284,20,76,1,,9997
1285,19,76,0,1,9998
1286,17,76,0,0,2
1287,16,76,1,0,2
1288,16,76,0,1,9998
1289,15,76,0,0,2
1290,14,76,2,0,2
1291,14,76,1,1,2
1292,14,76,0,,9000
1293,13,76,1,,9000
1294,13,76,0,1,9998
1295,12,76,0,,9995
1296,11,76,3,,9000
1297,11,76,1,,9995
1298,11,76,0,,9995
1299,11,76,2,,9995
1300,10,76,3,,9000
1301,10,76,4,,9000
1302,10,76,2,,9987
1303,10,76,1,2,9997
1304,10,76,0,,9998
1305,9,76,2,2,2
1306,9,76,0,,9991
1307,9,76,1,2,9998
1308,8,76,2,,9990
1309,8,76,1,,9997
1310,8,76,0,,9998
1311,7,76,3,,9993
1312,7,76,0,,9998
1313,7,76,1,,9998
1314,7,76,2,,9998
1315,6,76,1,,9995
1316,6,76,2,,9996
1317,6,76,0,,9997
1318,5,76,1,,9991
1319,5,76,3,,9994
1320,5,76,2,,9994
1321,5,76,0,,9998
1322,4,76,1,,9987
1323,4,76,3,,9996
1324,4,76,2,,9997
1325,4,76,0,,9998
1326,3,76,0,,9996
1327,3,76,1,,9997
1328,68,77,0,,9000
1329,26,77,0,,9000
1330,23,77,0,,9995
1331,22,77,0,0,3
1332,21,77,1,0,2
1333,21,77,0,,9000
1334,20,77,0,1,9998
1335,19,77,0,0,4
1336,18,77,1,0,2
1337,18,77,0,0,9998
1338,17,77,1,1,9997
1339,17,77,0,2,9997
1340,16,77,0,,9000
1341,15,77,1,0,2
1342,15,77,0,,9000
1343,14,77,0,,9996
1344,14,77,1,1,9998
1345,13,77,1,0,9996
1346,13,77,0,2,9998
1347,12,77,2,2,3
1348,12,77,1,,9989
1349,12,77,0,1,9998
1350,11,77,2,1,2
1351,11,77,1,,9000
1352,11,77,3,,9992
1353,11,77,0,,9998
1354,10,77,2,,9997
1355,10,77,1,1,9998
1356,10,77,0,,9998
1357,9,77,2,,9992
1358,9,77,3,,9997
1359,9,77,1,1,9998
1360,9,77,0,,9998
1361,8,77,1,,9985
1362,8,77,4,,9995
1363,8,77,2,,9997
1364,8,77,3,,9997
1365,8,77,5,,9997
1366,8,77,0,,9998
1367,7,77,"1,2",,9995
1368,7,77,4,,9996
1369,7,77,5,,9996
1370,7,77,3,,9997
1371,7,77,2,3,9998
1372,7,77,0,,9998
1373,6,77,3,,9991
1374,6,77,5,,9994
1375,6,77,4,3,9998
1376,6,77,2,"1,2",9998
1377,6,77,0,,9998
1378,6,77,1,,9998
1379,5,77,4,,9994
1380,5,77,0,,9998
1381,5,77,1,,9998
1382,5,77,2,,9998
1383,5,77,3,,9998
1384,4,77,1,,9995
1385,4,77,0,,9998
1386,69,78,0,,9000
1387,24,78,0,,9995
1388,23,78,0,0,3
1389,22,78,1,0,2
1390,22,78,0,,9000
1391,20,78,0,0,2
1392,19,78,1,1,9998
1393,19,78,0,,9998
1394,16,78,1,1,2
1395,16,78,0,0,9998
1396,15,78,2,0,2
1397,15,78,1,1,9998
1398,15,78,0,"1,2",9998
1399,14,78,1,0,2
1400,14,78,0,1,9998
1401,13,78,2,1,3
1402,13,78,0,0,9998
1403,13,78,1,1,9998
1404,12,78,1,1,2
1405,12,78,0,0,9998
1406,11,78,1,1,2
1407,11,78,0,,9995
1408,10,78,2,,9993
1409,10,78,0,,9997
1410,10,78,1,,9997
1411,9,78,3,2,2
1412,9,78,0,,9998
1413,9,78,1,,9998
1414,9,78,2,,9998
1415,8,78,3,4,2
1416,8,78,"1,2",2,2
1417,8,78,0,,9990
1418,8,78,4,,9997
1419,8,78,2,,9997
1420,8,78,5,5,9998
1421,7,78,1,,9986
1422,7,78,"2,3",,9990
1423,7,78,4,,9993
1424,7,78,0,,9995
1425,7,78,5,,9995
1426,7,78,3,1,9998
1427,6,78,1,,9997
1428,6,78,2,,9997
1429,6,78,0,,9998
1430,4,78,0,,9989
1431,3,78,0,,9998
1432,70,79,0,,9000
1433,25,79,0,,9000
1434,24,79,1,2,4
1435,24,79,0,,9997
1436,23,79,0,,9000
1437,21,79,1,1,2
1438,21,79,0,,2
1439,20,79,1,1,3
1440,20,79,2,0,3
1441,20,79,0,1,9998
1442,19,79,0,1,9998
1443,18,79,0,0,2
1444,17,79,1,1,2
1445,17,79,2,"0,1",2
1446,17,79,0,0,9998
1447,16,79,1,0,2
1448,16,79,0,2,9998
1449,15,79,0,0,2
1450,15,79,1,1,2
1451,14,79,0,0,2
1452,14,79,1,1,9998
1453,13,79,0,,9000
1454,13,79,1,,9000
1455,12,79,1,,9000
1456,12,79,2,,9000
1457,12,79,0,,9998
1458,11,79,0,,9987
1459,11,79,1,,9990
1460,11,79,3,,9993
1461,11,79,4,,9996
1462,11,79,2,,9997
1463,10,79,5,5,2
1464,10,79,"1,2",,9990
1465,10,79,2,,9997
1466,10,79,3,,9997
1467,10,79,0,1,9998
1468,10,79,4,,9998
1469,9,79,1,3,2
1470,9,79,2,,9994
1471,9,79,3,,9996
1472,9,79,0,,9998
1473,8,79,0,,9986
1474,8,79,1,,9991
1475,8,79,2,,9997
1476,7,79,3,,9982
1477,7,79,2,2,9998
1478,7,79,0,,9998
1479,7,79,1,,9998
1480,6,79,4,,9994
1481,6,79,2,,9994
1482,6,79,5,,9996
1483,6,79,3,,9997
1484,6,79,0,,9998
1485,6,79,1,,9998
1486,5,79,2,,9987
1487,5,79,3,4,9998
1488,5,79,0,,9998
1489,5,79,1,,9998
1490,5,79,4,,9998
1491,4,79,0,,9998
1492,4,79,1,,9998
1493,3,79,0,,9996
1494,2,79,0,,9997
1495,71,80,0,,9000
1496,25,80,0,,9997
1497,24,80,0,,9000
1498,23,80,0,,9998
1499,22,80,1,0,2
1500,22,80,0,,9998
1501,21,80,1,0,2
1502,21,80,0,,9998
1503,20,80,0,,9998
1504,19,80,0,0,2
1505,19,80,1,,9996
1506,18,80,2,0,2
1507,18,80,0,,9998
1508,18,80,1,,9998
1509,17,80,0,1,4
1510,17,80,1,,9997
1511,16,80,1,1,2
1512,16,80,0,,9997
1513,15,80,0,,9996
1514,14,80,0,,9000
1515,13,80,1,,9000
1516,13,80,0,,9994
1517,12,80,1,0,2
1518,12,80,2,,9981
1519,12,80,0,,9998
1520,11,80,3,,9983
1521,11,80,0,,9998
1522,11,80,1,,9998
1523,11,80,2,,9998
1524,10,80,0,,9998
1525,10,80,1,,9998
1526,10,80,2,,9998
1527,9,80,2,2,2
1528,9,80,1,,9986
1529,9,80,0,,9997
1530,9,80,3,,9997
1531,8,80,1,,9996
1532,8,80,2,,9996
1533,8,80,4,,9997
1534,8,80,0,,9998
1535,8,80,3,,9998
1536,7,80,4,3,2
1537,7,80,1,,9994
1538,7,80,0,,9998
1539,7,80,2,,9998
1540,7,80,3,,9998
1541,6,80,2,,9994
1542,6,80,1,,9995
1543,6,80,0,,9998
1544,5,80,0,,9996
1545,4,80,1,,9997
1546,4,80,0,,9998
1547,3,80,0,,9997
