id,s,t,base,diff,level
1134,8,71,2,3,2
1135,8,71,1,,9996
1136,8,71,3,,9997
1137,8,71,4,,9997
1138,8,71,0,,9998
1139,7,71,"3,4",0,2
1140,7,71,4,,9996
1141,7,71,2,,9997
1142,7,71,1,2,9998
1143,7,71,0,,9998
1144,6,71,2,,9995
1145,6,71,1,3,9998
1146,6,71,0,,9998
1147,5,71,0,,9997
1148,4,71,0,,9998
1149,3,71,0,,9989
1150,2,71,0,,9994
1151,2,71,1,,9997
1152,1,71,0,,9998
1153,61,72,0,,9000
1154,23,72,0,,9000
1155,20,72,1,0,2
1156,20,72,0,,9994
1157,19,72,0,2,9998
1158,18,72,0,0,9998
1159,17,72,0,0,4
1160,16,72,0,0,9998
1161,15,72,"0,1",1,2
1162,15,72,1,,9996
1163,14,72,"1,2",,9997
1164,14,72,"0,2","0,1",9998
1165,14,72,2,0,9998
1166,13,72,0,,9992
1167,12,72,1,2,2
1168,12,72,0,,9997
1169,11,72,0,,9996
1170,11,72,1,0,9998
1171,10,72,1,,9983
1172,10,72,0,,9994
1173,9,72,2,1,2
1174,9,72,3,1,9998
1175,9,72,0,,9998
1176,9,72,1,,9998
1177,8,72,3,1,2
1178,8,72,2,,9994
1179,8,72,1,,9997
1180,8,72,0,,9998
1181,7,72,4,,9990
1182,7,72,2,,9997
1183,7,72,3,"2,3",9998
1184,7,72,0,,9998
1185,7,72,1,,9998
1186,6,72,2,,9997
1187,6,72,3,,9997
1188,6,72,0,,9998
1189,6,72,1,,9998
1190,5,72,1,,9994
1191,5,72,0,,9998
1192,4,72,0,,9997
1193,3,72,0,,9992
1194,2,72,0,,9998
1195,62,73,0,,9000
1196,24,73,0,,9000
1197,21,73,2,0,2
1198,21,73,1,,9995
1199,21,73,0,,9995
1200,20,73,0,0,2
1201,20,73,1,1,4
1202,19,73,0,0,9998
1203,18,73,0,0,2
1204,17,73,1,,3
1205,17,73,0,,3
1206,16,73,"0,1","0,2",2
1207,16,73,1,0,2
1208,15,73,1,"0,1",9996
1209,15,73,0,1,9998
1210,14,73,0,,9992
1211,13,73,0,1,2
1212,12,73,1,,9000
1213,12,73,0,,9000
1214,11,73,1,3,2
1215,11,73,0,,9000
1216,11,73,2,,9990
1217,10,73,1,,9000
1218,10,73,"2,3",,9990
1219,10,73,4,,9997
1220,10,73,3,,9997
1221,10,73,0,,9997
1222,9,73,"2,3",3,2
1223,9,73,3,,9991
1224,9,73,0,,9998
1225,9,73,1,,9998
1226,8,73,"0,1",,9984
1227,8,73,2,,9991
1228,8,73,1,,9995
1229,7,73,3,,9990
1230,7,73,1,,9996
1231,7,73,2,,9996
1232,7,73,0,,9997
1233,6,73,2,,9996
1234,6,73,4,,9996
1235,6,73,3,2,9998
1236,6,73,0,,9998
1237,6,73,1,,9998
1238,5,73,2,,9996
1239,5,73,0,,9998
1240,5,73,1,,9998
1241,5,73,3,,9998
1242,4,73,0,,9991
1243,4,73,1,,9998
1244,3,73,0,,9994
1245,3,73,2,,9996
1246,3,73,1,,9998
1247,2,73,0,,9996
1248,2,73,1,,9996
1249,63,74,0,,9000
1250,22,74,0,,9996
1251,21,74,0,0,2
1252,20,74,0,,9997
1253,19,74,0,1,9997
1254,18,74,0,0,9998
1255,17,74,1,0,2
1256,17,74,0,,9992
1257,16,74,0,2,9998
1258,16,74,1,1,9998
1259,15,74,1,,9993
1260,15,74,0,0,9996
1261,14,74,1,,9000
1262,14,74,0,,9992
1263,13,74,1,,9000
1264,13,74,0,0,9998
1265,12,74,1,,9996
1266,12,74,0,,9996
1267,11,74,0,,9997
1268,10,74,0,,9996
1269,9,74,1,,9996
1270,9,74,0,,9996
1271,8,74,2,3,2
1272,8,74,1,,9997
1273,8,74,0,,9998
1274,7,74,2,,9985
1275,7,74,3,,9990
1276,7,74,1,,9995
1277,7,74,0,,9997
1278,7,74,4,3,9998
1279,6,74,"2,3",,9995
1280,6,74,1,,9997
1281,6,74,4,,9997
1282,6,74,3,,9997
1283,6,74,0,1,9998
1284,5,74,2,,9991
1285,5,74,1,,9997
1286,5,74,0,1,9998
1287,4,74,1,,9994
1288,4,74,0,,9998
1289,3,74,0,,9998
1290,64,75,0,,9000
1291,25,75,0,,9000
1292,24,75,0,,9000
1293,22,75,0,,9000
1294,21,75,0,,9000
1295,20,75,0,0,2
1296,19,75,0,,9994
1297,19,75,1,0,9998
1298,18,75,2,0,2
1299,18,75,1,1,2
1300,18,75,0,0,9998
1301,17,75,0,,9996
1302,17,75,1,0,9998
1303,16,75,0,0,9998
1304,15,75,0,0,2
1305,15,75,1,,9992
1306,14,75,0,0,9998
1307,13,75,0,1,9996
1308,12,75,0,,9994
1309,11,75,1,,9997
1310,11,75,0,,9997
1311,10,75,"2,3",,9990
1312,10,75,4,,9992
1313,10,75,1,,9994
1314,10,75,3,,9996
1315,10,75,0,0,9998
1316,9,75,3,4,2
1317,9,75,0,,9998
1318,9,75,1,,9998
1319,9,75,2,,9998
1320,8,75,1,0,2
1321,8,75,0,,9998
1322,7,75,1,0,2
1323,7,75,3,,9000
1324,7,75,2,,9997
1325,7,75,0,,9998
1326,6,75,2,,9992
1327,6,75,4,,9995
1328,6,75,1,,9997
1329,6,75,3,,9997
1330,6,75,0,,9998
1331,5,75,1,,9997
1332,5,75,0,,9998
1333,5,75,2,,9998
1334,4,75,1,,9997
1335,4,75,0,,9998
1336,3,75,0,,9995
1337,3,75,1,,9996
1338,2,75,0,,9997
1339,65,76,0,,9000
1340,25,76,0,,9000
1341,23,76,0,,9000
1342,22,76,1,0,3
1343,22,76,0,,9994
1344,21,76,0,1,2
1345,20,76,0,0,2
1346,20,76,1,1,9996
1347,19,76,0,1,2
1348,19,76,1,1,4
1349,18,76,0,0,2
1350,18,76,1,0,9998
1351,17,76,0,0,9996
1352,16,76,0,0,2
1353,14,76,0,,9000
1354,12,76,0,0,2
1355,11,76,4,,9000
1356,11,76,1,,9991
1357,11,76,2,,9995
1358,11,76,0,,9997
1359,11,76,3,3,9998
1360,10,76,2,,9987
1361,10,76,3,,9988
1362,10,76,4,,9988
1363,10,76,0,,9998
1364,10,76,1,,9998
1365,9,76,2,,9996
1366,9,76,3,,9997
1367,9,76,0,,9998
1368,9,76,1,,9998
1369,8,76,4,,9990
1370,8,76,2,,9997
1371,8,76,3,,9997
1372,8,76,0,,9998
1373,8,76,1,,9998
1374,7,76,4,,9993
1375,7,76,2,2,9998
1376,7,76,0,,9998
1377,7,76,1,,9998
1378,7,76,3,,9998
1379,6,76,1,,9995
1380,6,76,0,,9997
1381,6,76,2,,9997
1382,5,76,1,,9994
1383,5,76,0,,9998
1384,4,76,1,,9996
1385,4,76,0,,9997
1386,3,76,0,,9997
1387,3,76,1,,9997
1388,2,76,0,,9998
1389,66,77,0,,9000
1390,26,77,0,,9000
1391,23,77,1,,9000
1392,23,77,0,,9995
1393,20,77,0,1,2
1394,19,77,0,0,4
1395,19,77,1,0,9997
1396,18,77,0,1,9998
1397,17,77,0,1,9997
1398,16,77,1,,9000
1399,16,77,0,,9997
1400,15,77,1,,9000
1401,15,77,0,,9998
1402,14,77,1,,9996
1403,14,77,0,1,9997
1404,13,77,3,3,2
1405,13,77,2,0,9996
1406,13,77,1,,9996
1407,13,77,0,,9998
1408,12,77,2,,9992
1409,12,77,1,,9992
1410,12,77,3,,9996
1411,12,77,4,2,9998
1412,12,77,0,,9998
1413,11,77,2,,9989
1414,11,77,3,,9992
1415,11,77,1,,9996
1416,11,77,0,,9996
1417,10,77,2,,9997
1418,10,77,3,,9997
1419,10,77,4,,9997
1420,10,77,0,,9998
1421,10,77,1,,9998
1422,9,77,2,2,2
1423,9,77,4,,9992
1424,9,77,1,,9997
1425,9,77,5,,9997
1426,9,77,3,2,9998
1427,9,77,0,,9998
1428,8,77,4,,9995
1429,8,77,2,,9997
1430,8,77,3,,9997
1431,8,77,5,,9997
1432,8,77,1,,9997
1433,8,77,0,,9998
1434,7,77,2,,9996
1435,7,77,3,,9996
1436,7,77,1,,9997
1437,7,77,0,,9998
1438,6,77,3,,9994
1439,6,77,2,,9997
1440,6,77,0,,9998
1441,6,77,1,,9998
1442,5,77,4,,9994
1443,5,77,3,,9997
1444,5,77,0,,9998
1445,5,77,1,,9998
1446,5,77,2,,9998
1447,4,77,1,,9994
1448,4,77,2,,9995
1449,4,77,0,,9998
1450,3,77,0,,9995
1451,3,77,1,,9998
1452,2,77,0,,9997
1453,67,78,0,,9000
1454,24,78,0,,9995
1455,21,78,0,,9996
1456,20,78,1,0,2
1457,20,78,0,,9996
1458,19,78,0,1,9997
1459,19,78,1,2,9998
1460,18,78,0,0,9998
1461,17,78,1,0,4
1462,17,78,0,,9996
1463,16,78,1,1,9998
1464,16,78,0,,9998
1465,15,78,1,,9000
1466,15,78,0,,9996
1467,14,78,2,4,2
1468,14,78,0,,9000
1469,14,78,1,,9993
1470,13,78,1,,9993
1471,13,78,0,0,9998
1472,13,78,2,1,9998
1473,12,78,0,,9000
1474,12,78,1,,9997
1475,11,78,2,3,2
1476,11,78,1,,9991
1477,11,78,0,0,9998
1478,10,78,3,,9993
1479,10,78,1,,9995
1480,10,78,0,,9997
1481,10,78,2,,9997
1482,9,78,0,,9998
1483,9,78,1,,9998
1484,9,78,2,,9998
1485,8,78,0,,9992
1486,8,78,1,,9997
1487,8,78,2,4,9998
1488,7,78,0,,9993
1489,7,78,1,,9995
1490,6,78,0,,9997
1491,5,78,1,,9992
1492,5,78,0,,9997
1493,4,78,0,,9996
1494,4,78,1,,9998
1495,3,78,0,,9997
1496,68,79,0,,9000
1497,25,79,0,,9000
1498,24,79,1,1,4
1499,24,79,0,,9997
1500,22,79,0,1,3
1501,21,79,2,1,2
1502,21,79,0,0,4
1503,21,79,1,,9996
1504,20,79,0,0,2
1505,20,79,1,0,3
1506,19,79,0,,9997
1507,18,79,1,1,2
1508,18,79,0,,9996
1509,17,79,1,0,3
1510,17,79,0,0,9998
1511,15,79,0,0,2
1512,15,79,1,2,2
1513,14,79,"0,1","2,3",9998
1514,14,79,1,3,9998
1515,13,79,0,0,2
1516,13,79,1,,9000
1517,12,79,2,,9000
1518,12,79,3,,9000
1519,12,79,1,,9000
1520,12,79,0,,9997
1521,11,79,1,,9000
1522,11,79,3,,9993
1523,11,79,4,,9996
1524,11,79,2,,9997
1525,11,79,0,3,9998
1526,10,79,4,2,2
1527,10,79,"0,1",,9990
1528,10,79,1,,9997
1529,10,79,2,,9997
1530,10,79,3,,9998
1531,9,79,2,,9994
1532,9,79,3,,9996
1533,9,79,0,,9998
1534,9,79,1,,9998
1535,8,79,1,,9991
1536,8,79,0,,9997
1537,8,79,2,,9997
1538,7,79,"1,2",,9997
1539,7,79,2,0,9998
1540,7,79,3,1,9998
1541,7,79,0,,9998
1542,6,79,3,,9991
1543,6,79,5,,9994
1544,6,79,6,,9996
1545,6,79,2,,9997
1546,6,79,4,,9997
1547,6,79,1,,9997
1548,6,79,0,,9998
1549,5,79,3,4,9998
1550,5,79,0,,9998
1551,5,79,1,,9998
1552,5,79,2,,9998
1553,5,79,4,,9998
1554,4,79,0,,9994
1555,4,79,1,,9998
1556,3,79,1,,9996
1557,3,79,0,,9998
1558,2,79,0,,9997
1559,69,80,0,,9000
1560,25,80,0,,9997
1561,23,80,0,,9998
1562,22,80,1,0,3
1563,22,80,2,,9000
1564,22,80,0,,9998
1565,19,80,0,0,2
1566,19,80,1,,9996
1567,18,80,0,,9998
1568,18,80,1,,9998
1569,17,80,0,2,4
1570,16,80,"2,3","0,1",2
1571,16,80,3,1,2
1572,16,80,1,,9997
1573,16,80,0,,9998
1574,15,80,1,,9996
1575,15,80,0,,9998
1576,15,80,2,,9998
1577,14,80,1,,9000
1578,14,80,0,,9991
1579,13,80,3,0,2
1580,13,80,2,,9000
1581,13,80,1,,9993
1582,13,80,0,,9997
1583,12,80,2,,9981
1584,12,80,1,,9997
1585,12,80,0,,9998
1586,11,80,1,,9997
1587,11,80,0,,9998
1588,10,80,0,,9998
1589,9,80,0,2,2
1590,9,80,1,3,2
1591,9,80,2,,9997
1592,8,80,2,,9995
1593,8,80,3,,9997
1594,8,80,0,,9998
1595,8,80,1,,9998
1596,7,80,4,3,2
1597,7,80,2,,9991
1598,7,80,3,,9995
1599,7,80,1,,9997
1600,7,80,0,,9998
1601,6,80,3,,9995
1602,6,80,1,,9997
1603,6,80,0,,9998
1604,6,80,2,,9998
1605,5,80,0,,9994
1606,5,80,1,,9996
1607,4,80,1,,9994
1608,4,80,2,,9996
1609,4,80,3,,9997
1610,4,80,0,,9998
1611,3,80,1,,9997
1612,3,80,0,,9998
