id,s,t,base,diff,level
1126,11,75,1,,9987
1127,11,75,0,,9998
1128,10,75,"1,2",,9990
1129,10,75,3,,9992
1130,10,75,2,,9997
1131,10,75,0,1,9998
1132,9,75,1,3,2
1133,9,75,0,,9998
1134,8,75,2,0,2
1135,8,75,1,,9986
1136,8,75,0,,9998
1137,7,75,5,,9982
1138,7,75,4,3,9998
1139,7,75,0,,9998
1140,7,75,1,,9998
1141,7,75,2,,9998
1142,7,75,3,,9998
1143,6,75,4,,9995
1144,6,75,2,,9997
1145,6,75,3,,9997
1146,6,75,0,,9998
1147,6,75,1,,9998
1148,5,75,1,,9987
1149,5,75,2,5,9998
1150,5,75,0,,9998
1151,5,75,3,,9998
1152,4,75,0,,9996
1153,4,75,2,,9997
1154,4,75,1,,9998
1155,3,75,1,,9996
1156,3,75,0,,9996
1157,2,75,0,,9997
1158,71,76,0,,9000
1159,25,76,0,,9000
1160,24,76,0,,9000
1161,23,76,0,0,2
1162,22,76,1,0,2
1163,22,76,0,0,4
1164,21,76,1,0,2
1165,21,76,0,0,9998
1166,20,76,0,0,9996
1167,19,76,0,0,2
1168,18,76,0,0,2
1169,18,76,1,"0,1",3
1170,17,76,0,1,9997
1171,14,76,0,,9000
1172,13,76,0,0,3
1173,12,76,1,0,2
1174,12,76,0,,9997
1175,11,76,3,,9983
1176,11,76,1,,9995
1177,11,76,2,,9997
1178,11,76,0,,9998
1179,10,76,3,,9000
1180,10,76,2,,9990
1181,10,76,0,,9997
1182,10,76,1,1,9998
1183,9,76,3,4,2
1184,9,76,1,,9985
1185,9,76,2,,9986
1186,9,76,0,,9990
1187,8,76,3,,9985
1188,8,76,5,,9990
1189,8,76,"1,2",,9995
1190,8,76,2,3,9998
1191,8,76,0,,9998
1192,8,76,4,,9998
1193,7,76,5,2,2
1194,7,76,6,,9993
1195,7,76,"2,3",,9995
1196,7,76,1,,9996
1197,7,76,3,1,9998
1198,7,76,0,,9998
1199,7,76,4,,9998
1200,6,76,1,,9995
1201,6,76,2,,9996
1202,6,76,0,"1,2",9998
1203,5,76,0,,9994
1204,4,76,0,,9994
1205,4,76,2,,9996
1206,4,76,1,,9997
1207,3,76,1,,9997
1208,3,76,0,,9998
1209,72,77,0,,9000
1210,26,77,0,,9000
1211,25,77,0,,9000
1212,23,77,0,0,2
1213,20,77,0,0,9998
1214,19,77,0,1,9998
1215,17,77,0,0,9997
1216,16,77,"0,1",,9991
1217,16,77,1,0,9998
1218,15,77,"0,1",,9000
1219,15,77,1,0,9998
1220,14,77,"0,1",,9996
1221,14,77,1,0,9998
1222,13,77,"0,1",,9996
1223,13,77,1,0,9998
1224,12,77,1,1,2
1225,12,77,0,1,9998
1226,11,77,2,,9992
1227,11,77,0,,9996
1228,11,77,1,1,9998
1229,10,77,3,2,2
1230,10,77,2,,9986
1231,10,77,4,,9997
1232,10,77,1,,9997
1233,10,77,0,0,9998
1234,9,77,1,3,2
1235,9,77,4,,9985
1236,9,77,3,,9992
1237,9,77,2,,9997
1238,9,77,5,,9997
1239,9,77,0,,9997
1240,8,77,"1,2",0,2
1241,8,77,3,,9994
1242,8,77,4,,9997
1243,8,77,2,,9997
1244,8,77,0,,9998
1245,7,77,3,,9995
1246,7,77,2,,9997
1247,7,77,1,3,9998
1248,7,77,0,,9998
1249,6,77,3,,9994
1250,6,77,2,,9997
1251,6,77,0,,9998
1252,6,77,1,,9998
1253,5,77,"3,4",,9989
1254,5,77,4,,9994
1255,5,77,0,,9998
1256,5,77,1,,9998
1257,5,77,2,,9998
1258,4,77,2,,9989
1259,4,77,3,,9995
1260,4,77,0,,9998
1261,4,77,1,,9998
1262,3,77,0,,9998
1263,73,78,0,,9000
1264,24,78,0,,9996
1265,22,78,0,0,2
1266,21,78,1,0,2
1267,21,78,0,0,9998
1268,20,78,1,0,3
1269,20,78,0,1,9998
1270,19,78,0,1,9998
1271,18,78,0,1,2
1272,17,78,0,1,2
1273,16,78,0,1,2
1274,15,78,0,1,2
1275,15,78,1,,9000
1276,14,78,1,0,2
1277,14,78,0,,9000
1278,13,78,1,1,2
1279,13,78,2,,9000
1280,13,78,0,0,9998
1281,12,78,0,0,2
1282,12,78,1,0,9998
1283,11,78,2,,9987
1284,11,78,1,,9990
1285,11,78,0,1,9998
1286,10,78,3,,9993
1287,10,78,0,,9997
1288,10,78,2,,9997
1289,10,78,1,3,9998
1290,9,78,3,1,2
1291,9,78,0,,9998
1292,9,78,1,,9998
1293,9,78,2,,9998
1294,8,78,1,,9988
1295,8,78,3,,9997
1296,8,78,2,0,9998
1297,8,78,4,3,9998
1298,8,78,0,,9998
1299,7,78,"2,3",,9993
1300,7,78,4,,9995
1301,7,78,3,,9996
1302,7,78,1,,9996
1303,7,78,0,,9998
1304,6,78,4,,9000
1305,6,78,"0,2",,9994
1306,6,78,"2,3",,9997
1307,6,78,3,4,9998
1308,6,78,1,,9998
1309,5,78,1,,9995
1310,5,78,0,,9998
1311,4,78,0,,9996
1312,3,78,0,,9997
1313,74,79,0,,9000
1314,25,79,0,,9000
1315,24,79,0,0,4
1316,23,79,0,0,2
1317,22,79,1,0,2
1318,22,79,0,,9997
1319,21,79,1,0,2
1320,21,79,0,,9997
1321,20,79,0,0,3
1322,15,79,0,0,2
1323,14,79,0,1,2
1324,14,79,1,2,9998
1325,13,79,1,0,2
1326,13,79,2,,9000
1327,13,79,0,2,9998
1328,12,79,3,1,2
1329,12,79,4,,9000
1330,12,79,1,,9987
1331,12,79,2,,9990
1332,12,79,0,,9998
1333,11,79,3,,9993
1334,11,79,4,,9996
1335,11,79,1,,9997
1336,11,79,0,,9997
1337,11,79,2,,9997
1338,10,79,0,2,2
1339,10,79,3,4,2
1340,10,79,1,,9997
1341,10,79,2,,9998
1342,9,79,2,,9985
1343,9,79,4,,9996
1344,9,79,"0,1,3",,9997
1345,9,79,"1,3",,9997
1346,9,79,3,,9997
1347,8,79,4,3,2
1348,8,79,"0,1",,9995
1349,8,79,2,,9996
1350,8,79,"1,3",,9997
1351,8,79,3,0,9998
1352,7,79,2,,9995
1353,7,79,1,"0,2",9998
1354,7,79,0,,9998
1355,6,79,1,,9994
1356,6,79,2,,9996
1357,6,79,0,,9998
1358,5,79,1,,9997
1359,5,79,0,,9998
1360,4,79,0,,9997
1361,75,80,0,,9000
1362,20,80,0,,9998
1363,19,80,0,,9998
1364,19,80,1,,9998
1365,18,80,0,,9998
1366,18,80,1,,9998
1367,17,80,1,,9990
1368,17,80,0,,9998
1369,16,80,2,1,2
1370,16,80,"0,1",,9997
1371,16,80,1,,9998
1372,15,80,2,0,2
1373,15,80,"0,1",,9997
1374,15,80,1,,9998
1375,14,80,"0,1",,9000
1376,14,80,1,,9998
1377,13,80,"0,1",,9989
1378,13,80,2,,9990
1379,13,80,1,,9998
1380,12,80,0,,9985
1381,12,80,2,,9995
1382,12,80,1,,9997
1383,11,80,0,,9998
1384,10,80,0,3,2
1385,9,80,"0,2",1,2
1386,9,80,2,,9996
1387,9,80,1,,9997
1388,8,80,"2,3",,9990
1389,8,80,1,,9990
1390,8,80,3,,9995
1391,8,80,4,,9997
1392,8,80,0,,9998
1393,7,80,3,,9997
1394,7,80,0,,9998
1395,7,80,1,,9998
1396,7,80,2,,9998
1397,6,80,1,,9994
1398,6,80,0,,9998
1399,6,80,2,,9998
1400,5,80,1,,9997
1401,5,80,0,,9998
1402,4,80,0,,9998
