id,s,t,base,diff,level
1133,3,69,0,,9989
1134,3,69,1,,9995
1135,2,69,0,,9996
1136,63,70,0,,9000
1137,23,70,0,,9000
1138,22,70,1,,9000
1139,22,70,0,,9000
1140,21,70,0,0,2
1141,20,70,0,1,9998
1142,19,70,0,0,2
1143,18,70,0,1,3
1144,17,70,1,1,2
1145,17,70,0,0,2
1146,16,70,2,1,9996
1147,16,70,0,0,9996
1148,16,70,1,1,9998
1149,15,70,0,1,3
1150,15,70,1,1,9998
1151,14,70,0,0,4
1152,13,70,0,2,9998
1153,12,70,0,0,9996
1154,11,70,1,0,3
1155,11,70,0,,9000
1156,10,70,1,,9000
1157,10,70,3,,9000
1158,10,70,2,,9000
1159,10,70,0,,9998
1160,9,70,2,,9981
1161,9,70,1,0,9997
1162,9,70,3,,9997
1163,9,70,0,,9998
1164,8,70,1,,9997
1165,8,70,0,,9998
1166,7,70,1,,9985
1167,7,70,0,,9997
1168,6,70,"1,2",,9995
1169,6,70,0,,9996
1170,6,70,3,,9996
1171,6,70,2,0,9998
1172,5,70,1,,9994
1173,5,70,0,"1,2",9998
1174,64,71,0,,9000
1175,22,71,1,0,2
1176,22,71,0,,9000
1177,21,71,0,,9000
1178,19,71,0,0,4
1179,18,71,1,1,2
1180,18,71,0,0,9998
1181,17,71,1,1,2
1182,17,71,0,0,9996
1183,17,71,2,0,9998
1184,16,71,1,0,9998
1185,16,71,2,1,9998
1186,16,71,0,,9998
1187,15,71,2,0,2
1188,15,71,0,0,4
1189,15,71,1,1,4
1190,14,71,"0,1",0,9997
1191,14,71,1,0,9998
1192,13,71,1,1,9996
1193,13,71,0,,9996
1194,12,71,0,,9000
1195,12,71,1,,9000
1196,11,71,2,0,3
1197,11,71,1,,9000
1198,11,71,0,,9000
1199,10,71,3,,9000
1200,10,71,1,,9981
1201,10,71,0,,9997
1202,10,71,2,1,9998
1203,9,71,2,3,9998
1204,9,71,0,,9998
1205,9,71,1,,9998
1206,8,71,0,2,2
1207,8,71,1,,9997
1208,8,71,2,,9997
1209,7,71,"1,2",0,2
1210,7,71,2,,9996
1211,7,71,0,,9997
1212,6,71,1,,9995
1213,6,71,0,4,9998
1214,5,71,0,,9997
1215,4,71,0,,9998
1216,3,71,0,,9989
1217,2,71,0,,9994
1218,2,71,1,,9997
1219,1,71,0,,9998
1220,65,72,0,,9000
1221,23,72,0,,9000
1222,23,72,1,,9000
1223,22,72,0,,9000
1224,22,72,1,,9000
1225,20,72,0,0,2
1226,19,72,0,2,2
1227,19,72,1,0,9998
1228,18,72,0,1,2
1229,18,72,1,2,2
1230,18,72,2,1,9997
1231,17,72,1,1,9996
1232,17,72,0,1,9998
1233,16,72,0,1,2
1234,12,72,1,2,2
1235,12,72,0,1,3
1236,11,72,3,2,2
1237,11,72,1,,9000
1238,11,72,0,0,9998
1239,11,72,2,2,9998
1240,10,72,1,,9983
1241,10,72,0,,9995
1242,9,72,1,,9995
1243,9,72,2,2,9998
1244,9,72,0,,9998
1245,8,72,4,0,2
1246,8,72,3,2,9997
1247,8,72,2,,9997
1248,8,72,0,,9998
1249,8,72,1,,9998
1250,7,72,4,,9990
1251,7,72,2,1,9998
1252,7,72,3,3,9998
1253,7,72,0,,9998
1254,7,72,1,,9998
1255,6,72,2,,9997
1256,6,72,3,,9997
1257,6,72,0,,9998
1258,6,72,1,,9998
1259,5,72,1,,9994
1260,5,72,0,,9998
1261,4,72,0,,9997
1262,3,72,1,,9992
1263,3,72,0,,9994
1264,2,72,0,,9998
1265,2,72,1,,9998
1266,66,73,0,,9000
1267,24,73,0,,9000
1268,23,73,1,,9000
1269,23,73,0,,9000
1270,21,73,0,1,2
1271,20,73,1,2,4
1272,20,73,0,0,4
1273,19,73,1,0,2
1274,19,73,0,1,9997
1275,18,73,0,1,9996
1276,17,73,0,"0,1",3
1277,16,73,0,0,4
1278,15,73,0,2,9998
1279,14,73,0,1,9997
1280,13,73,0,0,2
1281,13,73,2,2,2
1282,13,73,1,,9000
1283,12,73,2,,9000
1284,12,73,4,,9000
1285,12,73,0,,9000
1286,12,73,1,,9929
1287,12,73,3,2,9998
1288,11,73,2,2,2
1289,11,73,3,,9000
1290,11,73,1,,9996
1291,11,73,0,,9996
1292,10,73,2,,9000
1293,10,73,"3,4",,9990
1294,10,73,0,,9995
1295,10,73,5,,9996
1296,10,73,4,,9996
1297,10,73,1,2,9998
1298,9,73,1,2,2
1299,9,73,3,3,2
1300,9,73,5,,9000
1301,9,73,2,1,9997
1302,9,73,4,0,9997
1303,9,73,0,,9998
1304,8,73,1,,9984
1305,8,73,4,,9991
1306,8,73,2,,9997
1307,8,73,3,,9997
1308,8,73,0,2,9998
1309,7,73,2,,9000
1310,7,73,0,,9996
1311,7,73,1,,9996
1312,6,73,1,,9996
1313,6,73,3,,9996
1314,6,73,2,1,9998
1315,6,73,0,,9998
1316,5,73,2,,9997
1317,5,73,3,,9997
1318,5,73,0,,9998
1319,5,73,1,,9998
1320,5,73,4,,9998
1321,4,73,1,,9991
1322,4,73,0,,9992
1323,4,73,2,,9997
1324,3,73,2,,9994
1325,3,73,0,,9994
1326,3,73,4,,9996
1327,3,73,1,,9998
1328,3,73,3,,9998
1329,2,73,1,,9996
1330,2,73,2,,9996
1331,2,73,0,,9998
1332,67,74,0,,9000
1333,24,74,0,,9000
1334,21,74,1,2,3
1335,21,74,0,0,4
1336,20,74,1,,9000
1337,20,74,0,0,9998
1338,19,74,0,0,9997
1339,18,74,0,0,9998
1340,17,74,2,0,2
1341,17,74,1,1,4
1342,17,74,0,,9993
1343,16,74,1,0,9998
1344,16,74,2,1,9998
1345,16,74,0,,9998
1346,15,74,0,0,9996
1347,15,74,1,0,9997
1348,14,74,2,3,2
1349,14,74,1,,9000
1350,14,74,0,,9000
1351,13,74,1,,9000
1352,13,74,0,,9000
1353,13,74,2,0,9998
1354,12,74,2,1,2
1355,12,74,1,,9996
1356,12,74,0,,9997
1357,11,74,2,3,3
1358,11,74,1,,9000
1359,11,74,0,0,9998
1360,10,74,2,0,2
1361,10,74,0,,9981
1362,10,74,1,0,9997
1363,9,74,1,,9984
1364,9,74,0,,9998
1365,8,74,1,2,2
1366,8,74,0,,9998
1367,7,74,2,,9985
1368,7,74,1,,9990
1369,7,74,3,,9990
1370,7,74,0,,9997
1371,7,74,4,2,9998
1372,6,74,"2,3",,9995
1373,6,74,1,,9997
1374,6,74,4,,9997
1375,6,74,3,2,9998
1376,6,74,0,,9998
1377,5,74,4,,9991
1378,5,74,1,,9991
1379,5,74,0,,9997
1380,5,74,3,,9997
1381,5,74,2,"3,4",9998
1382,4,74,0,,9994
1383,4,74,3,,9994
1384,4,74,1,,9998
1385,4,74,2,,9998
1386,3,74,1,,9996
1387,3,74,0,,9998
1388,68,75,0,,9000
1389,25,75,0,,9000
1390,24,75,0,,9000
1391,22,75,0,0,2
1392,22,75,1,0,3
1393,21,75,1,1,4
1394,21,75,2,,9000
1395,21,75,0,0,9998
1396,20,75,0,0,2
1397,19,75,0,0,9998
1398,18,75,0,1,2
1399,18,75,1,2,2
1400,18,75,2,,2
1401,17,75,1,0,3
1402,17,75,0,1,9998
1403,15,75,0,2,2
1404,14,75,0,1,9998
1405,13,75,0,0,2
1406,12,75,1,2,3
1407,12,75,0,4,3
1408,12,75,2,,9000
1409,11,75,3,,9000
1410,11,75,2,,9928
1411,11,75,1,2,9998
1412,11,75,0,,9998
1413,10,75,"0,1",,9990
1414,10,75,2,,9992
1415,10,75,1,,9995
1416,9,75,2,4,2
1417,9,75,0,,9998
1418,9,75,1,,9998
1419,8,75,2,3,2
1420,8,75,1,,9985
1421,8,75,3,,9991
1422,8,75,0,,9998
1423,7,75,"3,4",2,2
1424,7,75,6,,9990
1425,7,75,"1,2",,9995
1426,7,75,5,,9997
1427,7,75,2,1,9998
1428,7,75,4,3,9998
1429,7,75,0,,9998
1430,6,75,5,,9986
1431,6,75,4,,9995
1432,6,75,7,,9995
1433,6,75,3,,9997
1434,6,75,1,,9997
1435,6,75,6,,9997
1436,6,75,2,"2,3",9998
1437,6,75,0,,9998
1438,5,75,3,6,9998
1439,5,75,0,,9998
1440,5,75,1,,9998
1441,5,75,2,,9998
1442,5,75,4,,9998
1443,4,75,0,,9000
1444,4,75,2,,9997
1445,4,75,1,,9998
1446,3,75,0,,9989
1447,3,75,1,,9995
1448,3,75,3,,9996
1449,3,75,2,,9996
1450,2,75,1,,9997
1451,2,75,0,,9998
1452,69,76,0,,9000
1453,25,76,0,,9000
1454,23,76,0,0,2
1455,22,76,0,0,3
1456,22,76,1,0,4
1457,22,76,2,,9000
1458,21,76,0,0,2
1459,20,76,1,1,9996
1460,20,76,0,0,9998
1461,19,76,1,0,2
1462,19,76,0,1,9998
1463,18,76,0,1,3
1464,16,76,1,0,2
1465,16,76,0,0,9996
1466,15,76,"0,1",,9987
1467,15,76,1,2,9998
1468,14,76,1,,9000
1469,14,76,0,,9000
1470,13,76,2,1,2
1471,13,76,0,1,3
1472,13,76,1,0,9996
1473,12,76,1,0,9996
1474,12,76,0,,9997
1475,11,76,2,,9000
1476,11,76,1,,9996
1477,11,76,0,,9996
1478,10,76,3,,9000
1479,10,76,1,,9987
1480,10,76,2,,9990
1481,10,76,0,,9998
1482,9,76,1,2,2
1483,9,76,3,4,2
1484,9,76,0,,9990
1485,9,76,2,2,9998
1486,8,76,"2,3",2,2
1487,8,76,4,,9985
1488,8,76,5,,9990
1489,8,76,3,3,9998
1490,8,76,0,,9998
1491,8,76,1,,9998
1492,7,76,6,3,2
1493,7,76,4,,9986
1494,7,76,7,,9993
1495,7,76,3,,9995
1496,7,76,2,,9995
1497,7,76,0,,9998
1498,7,76,1,,9998
1499,7,76,5,,9998
1500,6,76,3,,9995
1501,6,76,1,,9997
1502,6,76,4,,9997
1503,6,76,0,,9997
1504,6,76,2,,9998
1505,5,76,0,,9000
1506,5,76,2,,9994
1507,5,76,1,,9994
1508,4,76,2,,9987
1509,4,76,0,,9989
1510,4,76,1,,9995
1511,4,76,4,,9996
1512,4,76,3,,9997
1513,3,76,2,,9997
1514,3,76,0,,9998
1515,3,76,1,,9998
1516,70,77,0,,9000
1517,26,77,0,,9000
1518,23,77,1,,9000
1519,23,77,0,,9995
1520,22,77,0,0,2
1521,21,77,1,0,2
1522,21,77,0,0,9998
1523,20,77,0,0,9998
1524,20,77,1,1,9998
1525,19,77,0,0,4
1526,18,77,0,0,9998
1527,17,77,2,1,2
1528,17,77,1,0,9996
1529,17,77,0,1,9997
1530,16,77,0,,9000
1531,16,77,1,,9000
1532,16,77,2,0,9998
1533,15,77,0,,9000
1534,15,77,1,,9000
1535,14,77,1,2,9996
1536,14,77,0,,9996
1537,13,77,0,0,9996
1538,13,77,1,1,9996
1539,12,77,1,,9994
1540,12,77,0,0,9998
1541,11,77,2,2,2
1542,11,77,1,,9987
1543,11,77,3,,9992
1544,11,77,0,,9994
1545,10,77,3,3,2
1546,10,77,4,,9997
1547,10,77,1,0,9998
1548,10,77,2,1,9998
1549,10,77,0,,9998
1550,9,77,3,,9000
1551,9,77,2,,9992
1552,9,77,4,,9997
1553,9,77,1,"2,3",9998
1554,9,77,0,,9998
1555,8,77,3,,9986
1556,8,77,4,,9995
1557,8,77,1,,9997
1558,8,77,2,,9997
1559,8,77,5,,9997
1560,8,77,0,,9998
1561,7,77,2,,9994
1562,7,77,4,,9996
1563,7,77,5,,9996
1564,7,77,3,,9997
1565,7,77,1,,9997
1566,7,77,0,,9998
1567,7,77,6,,9998
1568,6,77,5,,9994
1569,6,77,3,,9994
1570,6,77,4,4,9998
1571,6,77,0,,9998
1572,6,77,1,,9998
1573,6,77,2,,9998
1574,5,77,3,,9000
1575,5,77,"4,5",,9987
1576,5,77,5,,9994
1577,5,77,0,,9998
1578,5,77,1,,9998
1579,5,77,2,,9998
1580,4,77,3,,9989
1581,4,77,4,,9995
1582,4,77,2,,9995
1583,4,77,0,,9998
1584,4,77,1,,9998
1585,3,77,0,,9998
1586,71,78,0,,9000
1587,24,78,1,,9000
1588,24,78,0,,9995
1589,23,78,0,0,2
1590,23,78,1,,9000
1591,22,78,0,0,2
1592,22,78,1,1,2
1593,21,78,1,0,9998
1594,21,78,0,1,9998
1595,20,78,0,0,2
1596,19,78,0,0,9998
1597,18,78,0,2,2
1598,17,78,0,,9996
1599,15,78,0,,9000
1600,14,78,0,0,2
1601,13,78,0,0,9998
1602,12,78,0,1,2
1603,12,78,1,2,2
1604,11,78,"2,3",1,2
1605,11,78,3,,9000
1606,11,78,0,,9996
1607,11,78,1,1,9998
1608,10,78,1,,9000
1609,10,78,4,,9993
1610,10,78,2,,9997
1611,10,78,3,3,9998
1612,10,78,0,,9998
1613,9,78,5,,9986
1614,9,78,3,,9997
1615,9,78,4,,9997
1616,9,78,0,,9998
1617,9,78,1,,9998
1618,9,78,2,,9998
1619,8,78,4,4,2
1620,8,78,0,,9000
1621,8,78,1,,9000
1622,8,78,2,,9996
1623,8,78,3,,9996
1624,8,78,6,,9997
1625,8,78,5,,9997
1626,8,78,7,5,9998
1627,7,78,"2,3",,9990
1628,7,78,"4,5",,9993
1629,7,78,6,,9995
1630,7,78,5,,9996
1631,7,78,0,,9996
1632,7,78,1,4,9998
1633,7,78,3,2,9998
1634,6,78,3,,9000
1635,6,78,1,,9994
1636,6,78,2,,9997
1637,6,78,0,"3,4",9998
1638,5,78,0,,9995
1639,72,79,0,,9000
1640,25,79,0,,9000
1641,24,79,1,1,4
1642,24,79,0,,9000
1643,23,79,0,1,2
1644,23,79,1,0,2
1645,22,79,0,,9997
1646,21,79,0,0,2
1647,20,79,1,0,3
1648,20,79,0,0,4
1649,19,79,0,1,9998
1650,17,79,0,1,4
1651,16,79,0,1,4
1652,15,79,0,0,2
1653,15,79,1,,9997
1654,14,79,0,,9996
1655,14,79,1,2,9998
1656,13,79,1,1,2
1657,13,79,0,,9000
1658,13,79,2,,9000
1659,12,79,3,3,2
1660,12,79,2,,9000
1661,12,79,4,,9000
1662,12,79,1,,9000
1663,12,79,0,,9998
1664,11,79,1,,9990
1665,11,79,3,,9993
1666,11,79,4,,9996
1667,11,79,0,,9997
1668,11,79,2,3,9998
1669,10,79,5,7,2
1670,10,79,"0,1",,9990
1671,10,79,2,,9997
1672,10,79,1,,9997
1673,10,79,3,,9997
1674,10,79,4,,9998
1675,9,79,4,1,2
1676,9,79,2,3,2
1677,9,79,0,,9994
1678,9,79,1,,9996
1679,9,79,6,,9996
1680,9,79,5,,9997
1681,9,79,3,,9997
1682,8,79,"3,4",0,2
1683,8,79,"0,1",,9990
1684,8,79,4,,9991
1685,8,79,2,,9991
1686,8,79,"1,5",,9997
1687,8,79,5,4,9998
1688,7,79,3,,9990
1689,7,79,2,3,9998
1690,7,79,1,"2,5",9998
1691,7,79,0,,9998
1692,6,79,3,,9994
1693,6,79,4,,9996
1694,6,79,2,,9997
1695,6,79,0,,9998
1696,6,79,1,,9998
1697,5,79,2,5,9998
1698,5,79,0,,9998
1699,5,79,1,,9998
1700,5,79,3,,9998
1701,4,79,0,,9998
1702,3,79,0,,9996
1703,2,79,0,,9997
1704,73,80,0,,9000
1705,25,80,0,,9998
1706,24,80,0,,9000
1707,22,80,0,,9998
1708,21,80,1,0,2
1709,21,80,0,1,4
1710,20,80,0,,9998
1711,20,80,1,,9998
1712,19,80,1,,9996
1713,19,80,0,,9997
1714,18,80,2,1,4
1715,18,80,0,,9998
1716,18,80,1,,9998
1717,17,80,0,0,4
1718,17,80,1,1,4
1719,16,80,2,1,2
1720,16,80,1,,9997
1721,16,80,0,,9998
1722,15,80,0,,9996
1723,15,80,1,,9996
1724,14,80,1,,9000
1725,14,80,0,,9000
1726,13,80,3,2,2
1727,13,80,2,,9000
1728,13,80,1,,9000
1729,13,80,0,,9990
1730,12,80,3,,9981
1731,12,80,1,,9990
1732,12,80,0,,9998
1733,12,80,2,,9998
1734,11,80,4,,9983
1735,11,80,3,,9990
1736,11,80,2,,9997
1737,11,80,1,,9997
1738,11,80,0,,9998
1739,10,80,4,5,2
1740,10,80,1,,9000
1741,10,80,3,,9997
1742,10,80,0,,9998
1743,10,80,2,,9998
1744,9,80,3,2,2
1745,9,80,"2,5",1,2
1746,9,80,5,,9991
1747,9,80,1,,9991
1748,9,80,4,,9997
1749,9,80,0,,9998
1750,8,80,3,,9982
1751,8,80,2,,9990
1752,8,80,5,,9997
1753,8,80,0,,9998
1754,8,80,1,,9998
1755,8,80,4,,9998
1756,7,80,5,2,2
1757,7,80,1,,9997
1758,7,80,3,,9997
1759,7,80,2,,9997
1760,7,80,0,,9998
1761,7,80,4,,9998
1762,6,80,2,,9994
1763,6,80,3,,9995
1764,6,80,0,,9998
1765,6,80,1,,9998
1766,6,80,4,,9998
1767,5,80,1,,9996
1768,5,80,0,,9998
1769,4,80,1,,9996
1770,4,80,2,,9997
1771,4,80,0,,9998
1772,3,80,1,,9997
1773,3,80,0,,9997
